id,selling_price
0,536075.4942246499
1,754645.3123295237
2,314116.9695330848
3,1069943.3549894174
4,778628.3158008866
5,335298.5695878273
6,316105.08217859955
7,175226.45394357666
8,956204.4002262411
9,810639.6731179497
10,446995.4809332341
11,718648.4029891746
12,799756.3751127627
13,342979.30117121467
14,3417551.5319321877
15,446088.14400526346
16,747588.4477824267
17,472107.0190748343
18,2334764.18791028
19,3458950.237611321
20,241304.03908405412
21,431604.74830494344
22,509776.4223922683
23,402666.28023030446
24,701117.5306496447
25,396991.8291468973
26,14084.132899505668
27,446088.14400526346
28,497114.76119955385
29,425589.0808628859
30,392290.70021987625
31,293490.8137714324
32,4089634.895357568
33,475762.6107148565
34,407288.4025273462
35,556843.0733375929
36,2179638.9709259467
37,208149.14329362684
38,503781.2984237567
39,183085.50154885952
40,215174.90118033066
41,547927.4217542086
42,795068.3086629728
43,596620.2167254259
44,587093.6821666076
45,229591.8492608249
46,563795.9421006574
47,488462.2277067256
48,481641.11346532404
49,725884.4314814897
50,464648.6416001262
51,404638.4980872285
52,680665.0376592701
53,535005.8885624673
54,272700.04502111324
55,786350.3776404923
56,518106.6737907416
57,435116.50504114135
58,294738.0148777012
59,704220.2588272729
60,342068.3870130246
61,511807.2169320157
62,795282.9637201976
63,497164.84988473577
64,463106.2775488507
65,732266.9501268462
66,601264.6182389825
67,687394.0645878522
68,771059.3869252489
69,505909.7217714678
70,26590.433535626507
71,551218.3314624131
72,1303860.0680015816
73,456600.4376509373
74,656770.1575027222
75,-26830.88979962992
76,583816.9849593934
77,450429.18048102077
78,503489.0159197199
79,690041.3296968444
80,188271.56773141096
81,391574.13396965165
82,625613.3028032765
83,855620.1168448654
84,143347.37107924907
85,500202.2083518809
86,548911.3536170758
87,531687.9775265707
88,446088.14400526346
89,140105.46679897537
90,665883.0538304965
91,368852.5686618464
92,546420.2688725541
93,306852.7260479252
94,1174605.6041841416
95,198406.71937256382
96,181318.5080949315
97,371014.7964030843
98,469901.63318338525
99,594739.7806092757
100,271698.8430621262
101,-5020404.291277234
102,622487.583995864
103,245962.5899507748
104,732879.4810452529
105,50617.89175433689
106,538475.8151744027
107,272712.6836737788
108,554886.6491570222
109,191281.31451623375
110,183059.7429419926
111,596762.1462229129
112,454321.064736156
113,-183201.37523409468
114,5150000.000000002
115,454080.6510720643
116,585873.4908551924
117,778628.3158008866
118,650381.7917735353
119,867961.4871549968
120,285770.8350024694
121,274485.97509722365
122,391813.2482794524
123,978737.5046407946
124,873811.5646912577
125,411587.12608377845
126,465435.6322779795
127,358454.31020683394
128,451271.6425016286
129,646652.7556217539
130,412174.61761175015
131,630452.863481649
132,659233.447381465
133,390436.4022380366
134,50737.30701440771
135,731690.200771666
136,180331.30093226337
137,453480.4866777744
138,308960.920430632
139,257841.82401589875
140,538651.3875829435
141,629078.7003007627
142,424517.6615453378
143,227698.67895125668
144,657107.8175878819
145,296281.72807307635
146,460006.6585225244
147,757116.7775376535
148,771835.2922233653
149,1338401.0104149475
150,453053.5988860449
151,541949.7642461577
152,552205.675922596
153,1291535.1668913676
154,700945.7742790843
155,249901.55721675116
156,633295.8138146191
157,613495.6418914999
158,534122.154683862
159,530082.8426369469
160,586110.2348953427
161,341966.5025778741
162,172042.4739236664
163,648213.0659340946
164,5150000.000000002
165,413217.4052936175
166,207234.72735555214
167,564859.3845769019
168,571026.2910243733
169,795085.4810675508
170,213306.30485637952
171,711152.4542169429
172,4089634.895357568
173,4096076.381886283
174,629524.9087515195
175,263596.41535321984
176,613495.6418914999
177,601344.5807723663
178,1174605.6041841416
179,476241.7272312676
180,128970.9266477566
181,637425.7771156244
182,500908.1274073894
183,433991.71254128334
184,373231.31693738047
185,274823.2120822342
186,200183.60312315007
187,175248.06307661382
188,479422.97468155646
189,498725.93491545814
190,610389.986646397
191,493091.71861154784
192,840601.0850790389
193,383696.7183795955
194,520588.9252280415
195,1033144.1389332018
196,578068.1483828959
197,881512.7995691849
198,428996.5131272601
199,494480.6054774242
200,439940.9737097972
201,565239.1580099964
202,486843.80201856844
203,588873.6433128249
204,650913.6873000794
205,136937.1581543372
206,624399.634458678
207,560626.8995312308
208,511028.8124564514
209,440040.10517046985
210,432232.6106858805
211,352340.90830343356
212,601258.2338110585
213,478629.06206693465
214,402702.50433740456
215,547670.5369387311
216,186754.55634603475
217,627879.7971385869
218,392720.3320469086
219,421346.89135210135
220,244804.8878197414
221,554878.0629547333
222,688047.3024435821
223,640012.4257789762
224,741731.1121781989
225,605811.4191666171
226,147090.71599695436
227,1218183.2080649093
228,481518.1064284607
229,443160.9460458658
230,330696.7127862894
231,669675.3702520622
232,141805.53485219588
233,739462.1529995399
234,545717.1973979434
235,663863.8284430066
236,592800.4397288793
237,388952.47458970617
238,2878172.0799659304
239,466423.12036916084
240,508804.35181610554
241,463131.0591379598
242,561841.4730111061
243,134216.35400258016
244,504831.19889348664
245,1139513.611273905
246,2030190.924564923
247,55841.13798223727
248,371985.24236828205
249,778628.3158008866
250,497398.8397998789
251,438278.0372424449
252,320925.6820178087
253,499429.80375040084
254,330403.1195153545
255,400156.7065929405
256,585843.4141004304
257,593221.1636410399
258,720529.83177523
259,235521.62889285776
260,1174605.6041841416
261,730522.4485671222
262,338705.45760523505
263,388886.35207410564
264,532262.6387932816
265,5150000.000000002
266,466677.1617386965
267,1174605.6041841416
268,635203.7310758244
269,428345.9309957159
270,730186.1188282749
271,2192141.469412936
272,859348.1285512624
273,2179766.0794036426
274,270219.2371975137
275,491642.82885289943
276,577073.6599150259
277,441738.81454867416
278,859914.6858389381
279,305817.8815657587
280,203066.11153854337
281,450515.0425039107
282,578068.1483828959
283,313155.20554006496
284,637425.7771156244
285,570099.7678311892
286,67135.07440804655
287,771835.2922233653
288,375903.3138762702
289,345463.8012053431
290,498456.98859242874
291,670069.6714957736
292,685902.5966076818
293,640919.1491383204
294,501290.3660824059
295,1013284.5397782782
296,332832.46785355266
297,1015877.9459446133
298,1224536.0043711243
299,832631.193195508
300,101806.83908637264
301,489657.2376959509
302,501140.65978027525
303,489149.4040887602
304,608247.4024742983
305,116915.38137081277
306,582455.665080975
307,317834.38071988866
308,505880.9773685874
309,406151.1057125282
310,489893.0057737261
311,314751.0379464191
312,124755.56626283389
313,159869.65751383
314,778628.3158008866
315,756312.2599853933
316,764971.2469705187
317,727818.054620323
318,67186.59162178054
319,571403.3889147963
320,360745.3383881814
321,190600.29495902604
322,280985.298247651
323,532335.3633358162
324,659225.8113573741
325,511807.2169320157
326,590237.852363688
327,620921.1216444536
328,1002928.4348735515
329,721619.542056739
330,719442.8377646138
331,109713.32186795247
332,715247.9257085143
333,365460.3867337636
334,422664.74914113316
335,424002.22963376483
336,338612.57913049025
337,346852.93180909904
338,672367.9495001906
339,511807.2169320157
340,283883.9964535835
341,523695.98741312313
342,636013.535080229
343,784818.1819930021
344,378088.829059814
345,129033.05358291685
346,523093.67397370713
347,483087.0081792061
348,362887.946684637
349,632952.3657230594
350,471035.6003880069
351,582706.1654685284
352,846136.5459690879
353,170445.70348621218
354,4087315.8868147517
355,152326.85059458343
356,4243403.357339162
357,441458.55617196363
358,70535.21051448758
359,749074.5169096523
360,1341936.0318492006
361,1205490.4976919633
362,498881.75465348194
363,685902.5966076818
364,379128.6383643218
365,489867.2471668591
366,595330.3451693483
367,388397.04065561586
368,446088.14400526346
369,700024.0717869324
370,539730.0640390175
371,120306.93127496482
372,586110.2348953427
373,296401.93490512227
374,-61723.08728397684
375,679074.9505107149
376,352446.81742535514
377,522142.78157118167
378,630240.464873908
379,603787.1970861619
380,487151.9736705374
381,763921.3465007888
382,348071.83410571236
383,264570.2542497257
384,377412.8975832395
385,656485.8992427817
386,611735.1354443878
387,458306.59046930395
388,106108.46605067537
389,350434.320241276
390,894174.326100873
391,592938.4737296728
392,559462.2317429377
393,523231.053210331
394,1013284.5397782782
395,711237.3878717446
396,663863.8284430066
397,667657.3331579175
398,315422.49370232766
399,505574.73919097043
400,393288.48924755875
401,66877.48833937675
402,544665.435402974
403,3458950.237611321
404,749074.5169096523
405,511815.8031343047
406,1096185.6332754297
407,685902.5966076818
408,142330.83686107362
409,639318.644585998
410,462117.7212420829
411,125187.5358446308
412,570804.5841412289
413,523859.12525661394
414,599271.7399608344
415,416313.4016308908
416,420587.47928661725
417,547425.1143145997
418,551325.1067530988
419,430664.93953853217
420,609326.0789303723
421,12358.082651504665
422,689350.731565003
423,352721.81465039664
424,481768.28200997115
425,184336.34713580494
426,958501.1171748888
427,756031.5425381011
428,296005.80352940934
429,140229.41449423903
430,647656.5272501598
431,414132.41549613397
432,476243.6843142075
433,462126.30744437187
434,708535.4209248595
435,497959.1182916486
436,1019291.5265196388
437,421388.9053672671
438,1013284.5397782782
439,539509.9751402468
440,601250.5977869676
441,332118.0505170067
442,302275.2282056628
443,557120.8259697646
444,319101.67007220816
445,299281.68035342783
446,308244.131173615
447,490322.31483279285
448,731037.8804786952
449,323097.9442620353
450,504838.4548572836
451,569954.3543009567
452,572255.7275656987
453,113232.16377713345
454,439733.1419253717
455,3458950.237611321
456,523231.053210331
457,329523.143019945
458,451536.0164238785
459,632909.4347116144
460,510342.0590987
461,413104.41724592366
462,116176.30986884364
463,465427.04607569054
464,623019.2373791419
465,229712.05609287077
466,776566.2896846001
467,1019291.5265196388
468,740340.7007515308
469,188271.56773141096
470,400589.55147004186
471,581015.560775886
472,465206.5512359521
473,254871.53505934315
474,574515.1921812614
475,551211.3697498118
476,446598.53509556164
477,587850.0345644231
478,4087315.8868147517
479,307231.7416570468
480,463890.7608231218
481,861972.9431548015
482,510732.06891115045
483,2407797.3328746604
484,73927.3924425703
485,406056.80936080567
486,1165755.8895599176
487,299648.98721993796
488,353611.91251337196
489,510732.06891115045
490,140105.46679897537
491,685902.5966076818
492,511815.8031343047
493,400258.38286848826
494,827187.8150125577
495,548996.1216379094
496,362149.85351343034
497,545332.8669993442
498,183085.50154885952
499,330761.1206144097
500,436816.5730943618
501,430470.71149768063
502,382040.86061700643
503,561835.0885831821
504,497891.4056910946
505,240080.71234319126
506,285770.8350024694
507,399760.1441512011
508,340927.5464495076
509,84977.63588913635
510,446647.1399271024
511,702307.9669503224
512,344056.23138171143
513,663329.1024671088
514,538124.8892960674
515,738412.25252981
516,111825.44349240966
517,436816.5730943618
518,147255.6180580496
519,363274.64601328835
520,453480.4866777744
521,1183962.308036523
522,712577.028294163
523,5150000.000000002
524,762642.2130690777
525,598852.7459904128
526,436133.78572857974
527,499903.58854554454
528,645175.114788641
529,2878172.0799659304
530,695192.1452900532
531,2532918.5634183288
532,452452.7708263814
533,570271.4918769691
534,478100.2806542433
535,483987.70062050957
536,968476.6041557286
537,386569.0191736544
538,760524.146093501
539,474208.7543717163
540,188271.56773141096
541,1144867.6402699933
542,640139.017038946
543,675159.0880017615
544,186592.93020918465
545,249814.5291234419
546,207509.26015938947
547,202473.66358060285
548,761025.2730437408
