id,selling_price
0,527963.8307539474
1,764590.6232839948
2,326330.0128146331
3,1092252.4013605574
4,776378.5294961191
5,343638.1785437013
6,325755.06835842715
7,163722.05951766344
8,967717.9062123252
9,829384.0656027279
10,423546.86170866946
11,747727.6391527297
12,815295.7942907391
13,350225.5353114896
14,3406465.5279303347
15,430162.1349439123
16,744791.044099449
17,491050.27211248875
18,2313160.6342521477
19,3453921.9493951327
20,261248.43894669344
21,436367.6801965446
22,507223.36759016686
23,404932.4531737629
24,690524.594688542
25,406049.888179346
26,1515.5942977902014
27,430162.1349439123
28,506185.2107925075
29,425949.1221959307
30,392435.1674273256
31,293592.33967370633
32,4094437.8733765967
33,458594.9318257868
34,407171.9979536198
35,568396.2400083914
36,2156267.789466407
37,200094.4322573773
38,503503.68928156514
39,177950.56796409446
40,215903.6889104878
41,558262.4248765584
42,811808.5364654128
43,616698.4977960654
44,586278.3730332965
45,229907.22980646882
46,556712.2173338605
47,487041.86896729865
48,477339.69092007657
49,732576.1174437124
50,469075.95661473996
51,401295.73147201864
52,710196.6161953064
53,531796.4301537797
54,253369.79002621397
55,801621.0421557324
56,532306.7881012207
57,438979.9301059921
58,297297.02151428675
59,710143.8840321267
60,346681.68342685816
61,505283.4331077088
62,811968.2094427629
63,483488.38962189294
64,469056.8280065174
65,741667.2860951857
66,619227.628168605
67,687721.4539157618
68,755241.9969110496
69,493053.5249908569
70,-969.7526521361433
71,570497.4284558706
72,1316767.018016038
73,448202.94471789105
74,664473.0507144795
75,-87650.22839486599
76,579935.8614578331
77,427676.34924163297
78,496752.77642681473
79,682285.4690572766
80,181808.2670968729
81,366081.42563164
82,641496.8172338139
83,880917.3303683728
84,137166.942207627
85,492015.3096752127
86,547694.0093108718
87,542479.9894405301
88,430162.1349439123
89,127466.5676713665
90,674954.3433024841
91,389036.3074356462
92,553295.6204465528
93,306365.22349351645
94,1169843.6075487183
95,174289.36568386038
96,170879.7684345427
97,364951.35422133235
98,478739.8452964574
99,582238.498520013
100,282164.3790148613
101,-5800107.202690943
102,613522.1063175085
103,234894.3709222856
104,730544.1391292794
105,33259.14453638531
106,535766.0347537322
107,250569.84791830485
108,568992.986486601
109,174350.3960869445
110,177931.4072068124
111,571244.8491171459
112,447760.9727088837
113,-233035.5181402252
114,5133144.137243981
115,447582.13897425146
116,587019.4922651995
117,776378.5294961191
118,678148.7720534359
119,866854.9533571528
120,295312.49848495005
121,254698.2691977669
122,400809.28667968675
123,945963.4770942463
124,901854.3678680061
125,426163.19229322486
126,452276.5997728491
127,370119.2409943021
128,464811.13552987366
129,668523.4501834172
130,370008.7245195785
131,655407.4123017986
132,688266.345138903
133,387231.3198326512
134,51080.20406498364
135,711049.3666570727
136,179488.101543474
137,465849.303242418
138,321819.10861192737
139,261328.0974778037
140,547659.7808257674
141,631841.116410295
142,438988.88198091346
143,223892.9886884964
144,662247.7318711455
145,312021.1521783583
146,466751.150213582
147,748283.5204288643
148,785269.9917429658
149,1356244.3980752134
150,455822.65155125153
151,524642.3215769466
152,566727.445630658
153,1275100.4984706864
154,696210.793640164
155,259007.93192440458
156,626677.4153176849
157,635987.3579854665
158,535765.0748285218
159,550600.0203613383
160,582567.3617132488
161,333884.5413008628
162,160277.124383752
163,671757.1835299609
164,5133144.137243981
165,414378.54200494685
166,177829.09982953407
167,590353.5486327095
168,580796.0704119473
169,811821.3103036009
170,199623.908285412
171,719936.2458424924
172,4094437.8733765967
173,4101543.5448403913
174,621998.4137104782
175,251048.46150292247
176,635987.3579854665
177,631378.0738037876
178,1169843.6075487183
179,460761.933978864
180,113427.63941025594
181,629749.5234019011
182,504215.70250445744
183,438143.24370467756
184,385953.58154864237
185,272964.7382354506
186,187650.56288076285
187,166364.21663508168
188,490466.2844697172
189,523810.0343872395
190,611459.8304605258
191,505246.45542343426
192,843707.3168859811
193,391531.9731352448
194,533828.7821069031
195,1055622.5244695842
196,595493.2096944838
197,885182.3409864549
198,438013.791400522
199,509257.33507150225
200,446934.86667763675
201,558711.4125989696
202,498948.39971034974
203,600721.6248877379
204,677187.3669235555
205,125109.79452567874
206,626322.4291800426
207,553429.2513308562
208,522089.17686869367
209,414232.09344927967
210,409269.8812663576
211,335574.74056669255
212,621999.8198214606
213,481832.86547000706
214,400610.76237860136
215,541217.1358174358
216,212773.61702766223
217,628935.6354777925
218,388930.24031165615
219,408422.5045899367
220,218104.64821560914
221,568986.5995675069
222,691633.965376901
223,634450.5646211458
224,750843.333173366
225,620555.9856024126
226,133536.58399254037
227,1202757.17430699
228,467739.74669380346
229,464167.134674083
230,330053.71090922225
231,697422.1280431869
232,128731.17765197926
233,746378.6079605992
234,549018.3798920102
235,671601.0316007603
236,606308.8407005067
237,390512.98700619163
238,2866015.267638024
239,474763.8537774109
240,491208.8750915779
241,473441.4768046136
242,574166.3909527443
243,145185.97676716023
244,503846.3010470534
245,1171772.2317414882
246,2008571.5032759581
247,32499.459075974766
248,368202.50058584404
249,776378.5294961191
250,507322.1719799263
251,436250.59474158427
252,322279.15321623674
253,511812.3874294425
254,350824.39368368196
255,407304.5885096905
256,598356.8576624135
257,606621.7997361128
258,733214.2255508769
259,194125.99713698332
260,1169843.6075487183
261,737877.4394691079
262,354577.71427057637
263,383268.9584496333
264,539224.1328950766
265,5133144.137243981
266,461093.1130784021
267,1169843.6075487183
268,654512.5316993033
269,433681.5616141483
270,735775.9639098085
271,2151890.6926045977
272,885058.5495134302
273,2134302.6647147206
274,254799.14315607003
275,506017.14171691705
276,583703.2428481895
277,431961.60784134874
278,885963.175630008
279,305869.8105490499
280,196313.37615372683
281,427740.21843257314
282,595493.2096944838
283,283460.48585200333
284,629749.5234019011
285,580166.2849618881
286,45417.51732921018
287,785269.9917429658
288,390070.15695870575
289,349788.50964097213
290,470837.60102191987
291,679674.5916223009
292,707343.4424434195
293,642245.4574625941
294,488203.9155634821
295,1010456.3690875648
296,326366.99049890763
297,1032781.9342316169
298,1245626.8378029484
299,844548.110351656
300,73462.65567121096
301,502691.6877858327
302,515861.9629010991
303,500740.3317018482
304,627198.77196398
305,100959.95754438965
306,580977.0510079011
307,330721.765156297
308,520313.7350983061
309,427814.43129890505
310,487618.883962661
311,284340.89903514273
312,144642.14348382992
313,151424.79707983555
314,776378.5294961191
315,767287.0300582591
316,775535.8791002738
317,761296.5856278362
318,45455.83884377405
319,553567.2500794709
320,336878.63760915
321,201744.57168508205
322,295088.89212803775
323,555978.1645932335
324,666299.7095753648
325,505283.4331077088
326,605490.6582125188
327,622346.4376609961
328,1000983.9817174367
329,738732.5871347575
330,750438.3752245991
331,89846.23822833295
332,719548.5468254159
333,359396.2305341214
334,378131.47211644147
335,413174.64116193354
336,330168.79287309875
337,308039.54280263325
338,694828.3973223218
339,505283.4331077088
340,291807.5504586231
341,530778.6735678252
342,621992.2852846286
343,799068.3772063467
344,374363.1500507216
345,112949.17730942415
346,545401.0682188189
347,494654.32886977936
348,370499.3110265734
349,626421.9385539247
350,450685.7768259528
351,600794.5317198792
352,868309.0145446928
353,154409.4513861162
354,4091787.212363899
355,107295.24919355265
356,4206505.725287826
357,442569.3464877631
358,47946.737290435936
359,759082.7275706893
360,1377386.8920500865
361,1207520.5721422634
362,513256.0103220595
363,707343.4424434195
364,394754.48382673576
365,487599.723205379
366,594246.4378440671
367,399656.582166248
368,430162.1349439123
369,704724.0918138621
370,529554.1414592951
371,103482.79058652115
372,582567.3617132488
373,312110.5690456745
374,-105099.55017937953
375,679243.5512350583
376,358663.56904727337
377,511608.15207974054
378,633203.3028441863
379,606548.2896772367
380,453870.24639372155
381,775193.2673347855
382,329328.9440032833
383,265204.92521880474
384,371787.26937085995
385,653184.025444662
386,595073.1952998391
387,465486.540232969
388,101868.73426470067
389,373764.13911698456
390,940215.0274613097
391,610920.8416061134
392,599236.4769128261
393,545503.2589243229
394,1010456.3690875648
395,718140.5755038778
396,671601.0316007603
397,703718.3590915978
398,303662.1827461219
399,515718.00110070966
400,391204.1626864937
401,45225.90975638991
402,523723.0828939935
403,3453921.9493951327
404,759082.7275706893
405,505289.82002680283
406,1102018.6902816892
407,707343.4424434195
408,135851.56982894265
409,663934.0618600671
410,462960.1590595995
411,111477.1268412855
412,565222.6593083569
413,530900.0250306113
414,586996.3354332498
415,430259.99096690933
416,418713.39737348375
417,579473.9156538909
418,542807.4465227835
419,436332.2226268458
420,609093.1325975077
421,-4527.725007292815
422,682957.4885766755
423,363569.9337508227
424,491067.01494225604
425,171004.82444041106
426,990476.6489580983
427,767034.7106087822
428,277153.1010744097
429,99789.35957646742
430,653065.5652691582
431,418066.96972645377
432,482329.2616782284
433,462966.5459786935
434,724940.0345766747
435,513233.32659054874
436,1036683.7072423078
437,425729.5785760549
438,1010456.3690875648
439,530518.5983915492
440,600033.1842579227
441,314365.1882848358
442,319922.8437041254
443,564898.4912548552
444,316800.4058457338
445,282399.23319532257
446,307955.620101135
447,502924.3912293962
448,763691.6802880876
449,305688.30829140986
450,426100.1320437789
451,584199.0711305365
452,585057.6251378469
453,93540.26320691104
454,434537.8588671582
455,3453921.9493951327
456,545503.2589243229
457,337056.93670475204
458,460188.1717411252
459,626390.0039584548
460,480376.8565206984
461,413854.0610399954
462,104362.89404258458
463,452270.2128537551
464,644093.4791287221
465,229996.64667378506
466,788789.1841637623
467,1036683.7072423078
468,775610.1550964036
469,181808.2670968729
470,370514.4806974337
471,579330.9905190158
472,484199.98756773863
473,271904.67427417217
474,569314.0566497603
475,556859.5213010071
476,455176.2239042213
477,605546.4891145043
478,4091787.212363899
479,306883.446721829
480,455753.4516773529
481,890433.5413292275
482,511878.88408180745
483,2390255.0280433316
484,77586.8141919605
485,421756.5584709197
486,1181538.5206626197
487,316377.21017784113
488,359896.6669757827
489,511878.88408180745
490,127466.5676713665
491,707343.4424434195
492,505289.82002680283
493,409567.1543710588
494,850673.6261387622
495,526397.7242687419
496,329164.25480162073
497,538114.7622067174
498,177950.56796409446
499,319700.1845345963
500,440244.5400866051
501,439476.81841641525
502,375229.81876252824
503,576938.5826056001
504,508816.74319698266
505,220346.936910094
506,295312.49848495005
507,407507.38440743973
508,338537.9826479298
509,86093.70091462368
510,462586.7615441065
511,705782.0959575053
512,334218.09957869747
513,658274.3999625831
514,539391.9450496251
515,746035.996195111
516,115321.13857564633
517,440244.5400866051
518,127902.84125913936
519,330000.9412029353
520,465849.303242418
521,1199709.7534284913
522,746459.3567780941
523,5133144.137243981
524,743329.7516450295
525,625248.4889024631
526,395555.7041143724
527,518894.458091842
528,651219.7456509911
529,2866015.267638024
530,721023.0345338387
531,2506068.608824213
532,464718.3960194129
533,580294.023343768
534,461697.30543650524
535,473481.8878744305
536,979749.6248913298
537,290916.42039619666
